"file","category","n_findings","checks","species","n_series","n_cells","yr_first","yr_last"
"northamerica/canada/cana506.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",99,22634,1118,2007
"northamerica/canada/cana507.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",98,25476,1607,2007
"northamerica/canada/cana508.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",80,19938,1587,2007
"northamerica/canada/cana509.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",88,20592,1453,2007
"northamerica/canada/cana510.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",102,21962,1445,2007
"northamerica/canada/cana512.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",87,19305,1580,2007
"northamerica/canada/cana513.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",78,17734,1687,2007
"northamerica/canada/cana514.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",98,19239,1653,2006
"northamerica/canada/cana515.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",116,29061,1499,2007
"northamerica/canada/cana517.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",105,24486,1603,2007
"northamerica/canada/cana518.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",83,20482,1591,2006
"northamerica/canada/cana521.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Picea glauca (Moench) Voss",59,18354,1483,2003
"northamerica/canada/cana523.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",45,15100,1563,2003
"northamerica/canada/cana527.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",67,14894,1529,2003
"northamerica/canada/cana531.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",46,9941,1711,2007
"northamerica/canada/cana532.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",42,8764,1735,2006
"northamerica/canada/cana533.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",43,7037,1759,2006
"northamerica/canada/cana534.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",36,7219,1728,2006
"northamerica/canada/cana535.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",57,8548,1608,2007
"northamerica/canada/cana536.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",71,17554,1552,2007
"northamerica/canada/cana537.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",80,19247,1617,2007
"northamerica/canada/cana541.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",61,6812,1719,2006
"northamerica/canada/cana542.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",45,8315,1668,2007
"northamerica/canada/cana543.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",84,15671,1680,2007
"northamerica/canada/cana544.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",58,9258,1749,2007
"northamerica/canada/cana545.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",81,15419,1648,2007
"northamerica/canada/cana546.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",40,5631,1615,2007
"northamerica/canada/cana547.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",94,14964,1803,2006
"northamerica/canada/cana548.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",60,12205,1686,2006
"northamerica/canada/cana553.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",67,13381,1657,2007
"northamerica/canada/cana557.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",445,42756,1842,2013
"northamerica/canada/cana581.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea engelmannii Parry ex Engelm.",22,6629,1472,2011
"northamerica/canada/cana584.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",63,17279,1552,2004
"northamerica/canada/cana586.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus flexilis E. James",32,7750,1009,2010
"northamerica/canada/cana587.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus ponderosa Douglas ex C. Lawson",39,5321,1811,2007
"northamerica/canada/cana590.rwl","Normal practice, flagged for reference",1,"interior year gap","Picea glauca (Moench) Voss",859,109555,1643,2013
"northamerica/canada/cana595b.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",17,3250,1746,1997
"northamerica/canada/cana6.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",17,3347,1705,1986
"northamerica/canada/cana600b.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",148,27623,914,2000
"northamerica/canada/cana601.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",41,8035,1639,2005
"northamerica/canada/cana601b.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",41,7994,1639,2004
"northamerica/canada/cana612.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",119,9693,1860,2014
"northamerica/canada/cana613.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",225,20810,1884,2014
"northamerica/canada/cana615.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",6,684,1885,2017
"northamerica/canada/cana616.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",13,1499,1848,2017
"northamerica/canada/cana617.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",13,1671,1845,2017
"northamerica/canada/cana618.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",12,1607,1843,2017
"northamerica/canada/cana619.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",7,878,1869,2017
"northamerica/canada/cana620.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",12,1888,1760,2017
"northamerica/canada/cana621.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",11,1162,1883,2017
"northamerica/canada/cana622.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",4,327,1932,2017
"northamerica/canada/cana623.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",6,717,1855,2017
"northamerica/canada/cana624.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",10,1349,1825,2017
"northamerica/canada/cana625.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",9,846,1902,2017
"northamerica/canada/cana626.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",8,858,1896,2017
"northamerica/canada/cana628.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",5,422,1920,2017
"northamerica/canada/cana629.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",6,578,1895,2017
"northamerica/canada/cana630.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",7,903,1853,2017
"northamerica/canada/cana631.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",10,1219,1886,2017
"northamerica/canada/cana632.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",8,841,1902,2017
"northamerica/canada/cana633.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",13,1725,1866,2017
"northamerica/canada/cana634.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Acer saccharum Marsh.",10,1154,1888,2017
"northamerica/canada/cana645.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies amabilis Douglas ex J. Forbes",28,6964,1631,2017
"northamerica/canada/cana646.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",22,6070,1682,2017
"northamerica/canada/cana651.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",647,56577,715,2017
"northamerica/canada/cana9.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",15,3150,1598,1995
"northamerica/mexico/mex142.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Taxodium mucronatum Ten.",46,3537,1770,2020
"northamerica/mexico/mexi021.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus hartwegii Lindl.",79,16225,1553,1997
"northamerica/mexico/mexi022e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",86,19163,1376,1993
"northamerica/mexico/mexi022l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",77,16933,1376,1993
"northamerica/mexico/mexi023e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",113,26619,1376,1993
"northamerica/mexico/mexi023l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",109,24899,1376,1993
"northamerica/mexico/mexi027e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",110,25487,1481,1993
"northamerica/mexico/mexi027l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",101,21754,1481,1993
"northamerica/mexico/mexi031e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",55,11215,1621,1993
"northamerica/mexico/mexi031l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",55,11082,1621,1993
"northamerica/mexico/mexi032e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies spp. Mill.",27,3600,1806,1993
"northamerica/mexico/mexi032l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies spp. Mill.",23,3006,1806,1993
"northamerica/mexico/mexi080.rwl","Normal practice, flagged for reference",1,"interior year gap","Pseudotsuga menziesii (Mirb.) Franco",58,8228,1651,1993
"northamerica/mexico/mexi113.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus arizonica Engelm.",18,1026,1916,2015
"northamerica/mexico/mexi114.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus engelmannii Carr.",20,1017,1908,2015
"northamerica/mexico/mexi115.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus leiophylla var. chihuahuana (Engelm.)",18,1013,1918,2015
"northamerica/usa/ak035.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",35,6375,1642,1997
"northamerica/usa/ak043.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",12,2242,1713,1997
"northamerica/usa/ak046.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",521,80951,978,1992
"northamerica/usa/ak048.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",76,10918,1725,2001
"northamerica/usa/ak049.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",99,12746,1715,2001
"northamerica/usa/ak051.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",39,4801,1828,2001
"northamerica/usa/ak052.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",186,22777,1730,2002
"northamerica/usa/ak053.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",153,16432,1715,2000
"northamerica/usa/ak054.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",111,12646,1735,2000
"northamerica/usa/ak056.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",111,12646,1735,2000
"northamerica/usa/ak072x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",26,7025,1573,1998
"northamerica/usa/ak074.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Picea glauca (Moench) Voss",37,10435,1471,1997
"northamerica/usa/ak074x.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Picea glauca (Moench) Voss",28,7399,1540,1997
"northamerica/usa/ak075x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",15,3949,1580,1998
"northamerica/usa/ak077.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",24,5665,1559,1996
"northamerica/usa/ak077x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",19,4040,1558,1996
"northamerica/usa/ak078x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",17,4308,1593,1997
"northamerica/usa/ak079.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",54,4601,1878,2005
"northamerica/usa/ak080.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",76,7511,1861,2003
"northamerica/usa/ak082.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",82,6898,1815,2001
"northamerica/usa/ak085.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",22,3053,1806,2005
"northamerica/usa/ak10.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",10,442,1934,1985
"northamerica/usa/ak104.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",122,33775,1303,2000
"northamerica/usa/ak108.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",43,8215,1731,1986
"northamerica/usa/ak109.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",31,6710,1524,1990
"northamerica/usa/ak11.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",14,649,1932,1985
"northamerica/usa/ak110.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",83,16881,980,1990
"northamerica/usa/ak111.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",51,11630,1556,1990
"northamerica/usa/ak113.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",294,88475,952,2000
"northamerica/usa/ak116x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",84,21480,1540,1998
"northamerica/usa/ak117x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",73,14309,1524,1990
"northamerica/usa/ak118.rwl","Normal practice, flagged for reference",1,"interior year gap","Chamaecyparis nootkatensis (D. Don) Spach",52,13084,1566,2009
"northamerica/usa/ak12.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",17,3433,1731,1985
"northamerica/usa/ak128.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Tsuga mertensiana (Bong.) Carrière",75,17156,1562,2009
"northamerica/usa/ak13.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",18,2877,1785,1987
"northamerica/usa/ak132x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",246,48642,1073,2002
"northamerica/usa/ak136.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",26,2840,1857,2012
"northamerica/usa/ak137.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",11,3462,1576,1995
"northamerica/usa/ak138.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",10,1435,1825,1996
"northamerica/usa/ak139.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",12,2292,1784,1996
"northamerica/usa/ak14.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",19,2401,1789,1986
"northamerica/usa/ak142.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",5,1471,1522,1996
"northamerica/usa/ak143.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga heterophylla (Raf.) Sarg.",9,3689,1453,1996
"northamerica/usa/ak146.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",6,1312,1526,1995
"northamerica/usa/ak147.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga heterophylla (Raf.) Sarg.",5,1139,1749,1996
"northamerica/usa/ak148.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",25,2373,1855,2012
"northamerica/usa/ak149.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",25,3823,1814,2012
"northamerica/usa/ak15.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",17,1710,1854,1985
"northamerica/usa/ak154.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glauca (Moench) Voss",339,36127,1648,2013
"northamerica/usa/ak155.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",213,21468,1776,2013
"northamerica/usa/ak157.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Chamaecyparis nootkatensis (D. Don) Spach",10,2018,1700,2004
"northamerica/usa/ak16.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",15,2116,1729,1986
"northamerica/usa/ak17.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",18,3727,1721,1985
"northamerica/usa/ak173b.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",31,1401,1954,2016
"northamerica/usa/ak18.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",17,1795,1807,1986
"northamerica/usa/ak19.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",17,3959,1599,1985
"northamerica/usa/ak191.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",94,16668,1525,2004
"northamerica/usa/ak2.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",18,3157,1655,1985
"northamerica/usa/ak20.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea mariana (Mill.) Britton, Sterns, & Poggenb.",16,3286,1616,1986
"northamerica/usa/ak202.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,4756,1573,1992
"northamerica/usa/ak202bd.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,4720,1573,1992
"northamerica/usa/ak202be.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,4750,1573,1992
"northamerica/usa/ak202bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,4720,1573,1992
"northamerica/usa/ak203.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",18,3908,1636,1991
"northamerica/usa/ak203bd.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",18,3886,1636,1991
"northamerica/usa/ak203be.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",18,3900,1636,1991
"northamerica/usa/ak203bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",18,3886,1636,1991
"northamerica/usa/ak204bd.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,4035,1558,1998
"northamerica/usa/ak204be.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,4048,1558,1998
"northamerica/usa/ak204bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,4035,1558,1998
"northamerica/usa/ak205bd.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",15,5449,1485,1999
"northamerica/usa/ak205be.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",15,5451,1485,1999
"northamerica/usa/ak205bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",15,5449,1485,1999
"northamerica/usa/ak206bd.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",13,4210,1479,1995
"northamerica/usa/ak206be.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",13,4212,1479,1995
"northamerica/usa/ak206bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",13,4210,1479,1995
"northamerica/usa/ak207.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",10,2166,1713,2009
"northamerica/usa/ak207bd.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",10,2161,1713,2009
"northamerica/usa/ak207be.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",10,2166,1713,2009
"northamerica/usa/ak207bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",10,2161,1713,2009
"northamerica/usa/ak208.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",15,5085,1357,1990
"northamerica/usa/ak208bd.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",15,5059,1357,1990
"northamerica/usa/ak208be.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",15,5081,1357,1990
"northamerica/usa/ak208bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",15,5059,1357,1990
"northamerica/usa/ak209bd.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,3982,1610,2010
"northamerica/usa/ak209be.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,3982,1610,2010
"northamerica/usa/ak209bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",17,3982,1610,2010
"northamerica/usa/ak21.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",17,3677,1672,1985
"northamerica/usa/ak212.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sibirica Du Tour",26,7629,1525,2015
"northamerica/usa/ak213.rwl","Normal practice, flagged for reference",1,"interior year gap","Pinus sibirica Du Tour",61,6237,1741,2024
"northamerica/usa/ak215.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga heterophylla (Raf.) Sarg.",49,15121,1444,2016
"northamerica/usa/ak216.rwl","Normal practice, flagged for reference",1,"interior year gap","Thuja plicata Donn ex D. Don",24,5150,1621,2021
"northamerica/usa/ak217.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Thuja plicata Donn ex D. Don",60,18985,1130,2023
"northamerica/usa/ak218.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Chamaecyparis nootkatensis (D. Don) Spach",78,28988,1286,2023
"northamerica/usa/ak219.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Chamaecyparis nootkatensis (D. Don) Spach",76,20229,1263,2022
"northamerica/usa/ak22.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",17,2195,1828,1985
"northamerica/usa/ak222.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",78,24241,1317,2022
"northamerica/usa/ak223.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",38,9048,1656,2024
"northamerica/usa/ak23.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",14,2135,1824,1986
"northamerica/usa/ak24.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",13,2465,1758,1987
"northamerica/usa/ak3.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",14,1926,1807,1986
"northamerica/usa/ak4.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",6,506,1895,1986
"northamerica/usa/ak5.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",38,2829,1848,1987
"northamerica/usa/ak6.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",14,3322,1605,1985
"northamerica/usa/ak7.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",14,1723,1828,1986
"northamerica/usa/ak8.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",8,409,1923,1987
"northamerica/usa/ak9.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",18,1585,1885,1985
"northamerica/usa/ar076.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus echinata Mill.",17,1120,1913,2009
